"Concrete Grade","Concrete Source","Qty.","Age","Weight in Kg.","Density in MT/m3","Load in KN","Comp. Strength in %"
"M-50","ACC PLANT","83M3",7,8.825,2614.81481481481,1045.3,83.2977777777778
"M-50","ACC PLANT","83M3",7,8.725,2585.18518518519,870.1,83.2977777777778
"M-50","ACC PLANT","83M3",7,8.65,2562.96296296296,895.9,83.2977777777778
"M-50","ACC PLANT","83M3",28,8.645,2561.48148148148,824.9,87.1822222222222
"M-50","ACC PLANT","83M3",28,8.755,2594.07407407407,1153.2,87.1822222222222
"M-50","ACC PLANT","83M3",28,8.66,2565.92592592593,964.3,87.1822222222222
"M-50","ACC PLANT","83M3",7,8.595,2546.66666666667,850.1,80.9037037037037
"M-50","ACC PLANT","83M3",7,8.795,2605.92592592593,970.3,80.9037037037037
"M-50","ACC PLANT","83M3",7,8.71,2580.74074074074,910.1,80.9037037037037
"M-50","ACC PLANT","83M3",28,8.68,2571.85185185185,1086.3,94.1185185185185
"M-50","ACC PLANT","83M3",28,8.78,2601.48148148148,1030.9,94.1185185185185
"M-50","ACC PLANT","83M3",28,8.775,2600,1059.3,94.1185185185185
"M-50","ACC PLANT","83M3",7,8.3,2459.25925925926,1006.3,90.5807407407407
"M-50","ACC PLANT","83M3",7,8.39,2485.92592592593,1070.1,90.5807407407407
"M-50","ACC PLANT","83M3",7,8.21,2432.59259259259,980.7,90.5807407407407
"M-50","ACC PLANT","83M3",28,8.185,2425.18518518519,756,67.4962962962963
"M-50","ACC PLANT","83M3",28,8.27,2450.37037037037,802.1,67.4962962962963
"M-50","ACC PLANT","83M3",28,8.345,2472.59259259259,719.9,67.4962962962963
"M-50","ACC PLANT","83M3",7,8.49,2515.55555555556,930.2,83.8874074074074
"M-50","ACC PLANT","83M3",7,8.555,2534.81481481481,940.9,83.8874074074074
"M-50","ACC PLANT","83M3",7,8.565,2537.77777777778,960.1,83.8874074074074
"M-50","ACC PLANT","83M3",28,8.625,2555.55555555556,1007.4,89.1644444444444
"M-50","ACC PLANT","83M3",28,8.64,2560,999.6,89.1644444444444
"M-50","ACC PLANT","83M3",28,8.62,2554.07407407407,1002.3,89.1644444444444
"M-50","ACC PLANT","100m3",28,8.435,2499.25925925926,1237.2,95.7362962962963
"M-50","ACC PLANT","100m3",28,8.6,2548.14814814815,976.9,95.7362962962963
"M-50","ACC PLANT","100m3",28,8.5,2518.51851851852,1017,95.7362962962963
"M-50","ACC PLANT","100m3",56,8.68,2571.85185185185,1382,111.52
"M-50","ACC PLANT","100m3",56,8.59,2545.18518518519,1190.8,111.52
"M-50","ACC PLANT","100m3",56,8.48,2512.59259259259,1191,111.52
"M-50","ACC PLANT","800m3",7,8.4,2488.88888888889,609.5,57.8281481481482
"M-50","ACC PLANT","800m3",7,8.45,2503.7037037037,543,57.8281481481482
"M-50","ACC PLANT","800m3",7,8.645,2561.48148148148,799.2,57.8281481481482
"M-50","ACC PLANT","800m3",28,8.56,2536.2962962963,1113.1,89.7718518518518
"M-50","ACC PLANT","800m3",28,8.49,2515.55555555556,733.7,89.7718518518518
"M-50","ACC PLANT","800m3",28,8.485,2514.07407407407,1183,89.7718518518518
"M-50","ACC PLANT","800m3",7,8.39,2485.92592592593,870.4,72.637037037037
"M-50","ACC PLANT","800m3",7,8.43,2497.77777777778,850.2,72.637037037037
"M-50","ACC PLANT","800m3",7,8.43,2497.77777777778,730.9,72.637037037037
"M-50","ACC PLANT","800m3",28,8.3,2459.25925925926,1088.2,93.0577777777778
"M-50","ACC PLANT","800m3",28,8.34,2471.11111111111,988.6,93.0577777777778
"M-50","ACC PLANT","800m3",28,8.445,2502.22222222222,1063.9,93.0577777777778
"M-50","ACC PLANT","800m3",7,8.745,2591.11111111111,647.5,57.4103703703704
"M-50","ACC PLANT","800m3",7,8.505,2520,630,57.4103703703704
"M-50","ACC PLANT","800m3",7,8.408,2491.25925925926,660.1,57.4103703703704
"M-50","ACC PLANT","800m3",28,8.525,2525.92592592593,857.9,78.4503703703704
"M-50","ACC PLANT","800m3",28,8.52,2524.44444444444,943.4,78.4503703703704
"M-50","ACC PLANT","800m3",28,8.31,2462.22222222222,846.4,78.4503703703704
"M-50","ACC PLANT","800m3",7,8.54,2530.37037037037,600.8,48.5214814814815
"M-50","ACC PLANT","800m3",7,8.556,2535.11111111111,555.3,48.5214814814815
"M-50","ACC PLANT","800m3",7,8.55,2533.33333333333,481.5,48.5214814814815
"M-50","ACC PLANT","800m3",28,8.34,2471.11111111111,943.2,83.1733333333333
"M-50","ACC PLANT","800m3",28,8.51,2521.48148148148,916.1,83.1733333333333
"M-50","ACC PLANT","800m3",28,8.55,2533.33333333333,947.8,83.1733333333333
"M-50","ACC PLANT","800m3",7,8.1,2400,479.5,47.842962962963
"M-50","ACC PLANT","800m3",7,8.07,2391.11111111111,475.8,47.842962962963
"M-50","ACC PLANT","800m3",7,8.57,2539.25925925926,659.4,47.842962962963
"M-50","ACC PLANT","800m3",28,8.45,2503.7037037037,1273.9,89.517037037037
"M-50","ACC PLANT","800m3",28,8.43,2497.77777777778,1075,89.517037037037
"M-50","ACC PLANT","800m3",28,8.16,2417.77777777778,672.3,89.517037037037
"M-50","ACC PLANT","300m3",7,8.435,2499.25925925926,708.5,50.9274074074074
"M-50","ACC PLANT","300m3",7,8.57,2539.25925925926,491.6,50.9274074074074
"M-50","ACC PLANT","300m3",7,8.505,2520,518.7,50.9274074074074
"M-50","ACC PLANT","300m3",28,8.29,2456.2962962963,858.1,78.9392592592593
"M-50","ACC PLANT","300m3",28,8.26,2447.40740740741,860.6,78.9392592592593
"M-50","ACC PLANT","300m3",28,8.34,2471.11111111111,945.5,78.9392592592593
"M-50","ACC PLANT","300m3",7,8.59,2545.18518518519,598.4,54.8888888888889
"M-50","ACC PLANT","300m3",7,8.355,2475.55555555556,645.8,54.8888888888889
"M-50","ACC PLANT","300m3",7,8.41,2491.85185185185,608.3,54.8888888888889
"M-50","ACC PLANT","300m3",28,8.265,2448.88888888889,1013.1,75.0222222222222
"M-50","ACC PLANT","300m3",28,8.14,2411.85185185185,837.7,75.0222222222222
"M-50","ACC PLANT","300m3",28,8.35,2474.07407407407,681.2,75.0222222222222
"M-50","ACC PLANT","344m3",7,8.585,2543.7037037037,785.6,62.7525925925926
"M-50","ACC PLANT","344m3",7,8.74,2589.62962962963,749.3,62.7525925925926
"M-50","ACC PLANT","344m3",7,8.485,2514.07407407407,583,62.7525925925926
"M-50","ACC PLANT","344m3",28,8.445,2502.22222222222,829.7,76.1985185185185
"M-50","ACC PLANT","344m3",28,8.46,2506.66666666667,629,76.1985185185185
"M-50","ACC PLANT","344m3",28,8.51,2521.48148148148,1113,76.1985185185185
"M-50","ACC PLANT","344m3",7,8.57,2539.25925925926,925.9,64.6192592592593
"M-50","ACC PLANT","344m3",7,8.7,2577.77777777778,688.1,64.6192592592593
"M-50","ACC PLANT","344m3",7,8.615,2552.59259259259,566.9,64.6192592592593
"M-50","ACC PLANT","344m3",28,8.58,2542.22222222222,907.1,78.2103703703704
"M-50","ACC PLANT","344m3",28,8.23,2438.51851851852,744.1,78.2103703703704
"M-50","ACC PLANT","344m3",28,8.37,2480,988.4,78.2103703703704
"M-50","ACC PLANT","84 M3",7,8.485,2514.07407407407,1118.3,78.2044444444444
"M-50","ACC PLANT","84 M3",7,8.5,2518.51851851852,743.2,78.2044444444444
"M-50","ACC PLANT","84 M3",7,8.525,2525.92592592593,777.9,78.2044444444444
"M-50","ACC PLANT","84 M3",28,8.66,2565.92592592593,1226.4,109.979259259259
"M-50","ACC PLANT","84 M3",28,8.655,2564.44444444444,1000.3,109.979259259259
"M-50","ACC PLANT","84 M3",28,8.515,2522.96296296296,1485.1,109.979259259259
"M-50","ACC PLANT","84 M3",7,8.71,2580.74074074074,950.1,85.3748148148148
"M-50","ACC PLANT","84 M3",7,8.515,2522.96296296296,962.6,85.3748148148148
"M-50","ACC PLANT","84 M3",7,8.605,2549.62962962963,968.7,85.3748148148148
"M-50","ACC PLANT","84 M3",28,8.725,2585.18518518519,1207.2,112.776296296296
"M-50","ACC PLANT","84 M3",28,8.59,2545.18518518519,1317,112.776296296296
"M-50","ACC PLANT","84 M3",28,8.76,2595.55555555556,1282,112.776296296296
"M-50","ACC PLANT","84 M3",7,8.83,2616.2962962963,1315.8,98.9244444444444
"M-50","ACC PLANT","84 M3",7,8.65,2562.96296296296,1248.8,98.9244444444444
"M-50","ACC PLANT","84 M3",7,8.825,2614.81481481481,774.1,98.9244444444444
"M-50","ACC PLANT","84 M3",28,8.65,2562.96296296296,1117.6,101.997037037037
"M-50","ACC PLANT","84 M3",28,8.53,2527.40740740741,981.5,101.997037037037
"M-50","ACC PLANT","84 M3",28,8.51,2521.48148148148,1343.3,101.997037037037
"M-50","ACC PLANT","84 M3",7,8.5,2518.51851851852,997.2,100.844444444444
"M-50","ACC PLANT","84 M3",7,8.625,2555.55555555556,1225.9,100.844444444444
"M-50","ACC PLANT","84 M3",7,8.6,2548.14814814815,1180.4,100.844444444444
"M-50","ACC PLANT","84 M3",28,8.49,2515.55555555556,1272.4,107.226666666667
"M-50","ACC PLANT","84 M3",28,8.45,2503.7037037037,1211.1,107.226666666667
"M-50","ACC PLANT","84 M3",28,8.55,2533.33333333333,1135.4,107.226666666667
"M-50","ACC PLANT","84 M3",7,8.45,2503.7037037037,1070.4,91.5437037037037
"M-50","ACC PLANT","84 M3",7,8.41,2491.85185185185,1062.9,91.5437037037037
"M-50","ACC PLANT","84 M3",7,8.485,2514.07407407407,956.3,91.5437037037037
"M-50","ACC PLANT","84 M3",28,8.7,2577.77777777778,1362.5,103.973333333333
"M-50","ACC PLANT","84 M3",28,8.585,2543.7037037037,1112.8,103.973333333333
"M-50","ACC PLANT","84 M3",28,8.59,2545.18518518519,1033.8,103.973333333333
"M-70","ACC PLANT","6",7,8.845,2620.74074074074,1345,85.936507936508
"M-70","ACC PLANT","6",7,8.76,2595.55555555556,1481.3,85.936507936508
"M-70","ACC PLANT","6",7,8.9,2637.03703703704,1234.2,85.936507936508
"M-70","ACC PLANT","6",28,8.77,2598.51851851852,1095.1,83.7904761904761
"M-70","ACC PLANT","6",28,8.74,2589.62962962963,1751.4,83.7904761904761
"M-70","ACC PLANT","6",28,8.55,2533.33333333333,1112.6,83.7904761904761
"M-70","ACC PLANT","6",7,8.65,2562.96296296296,1496.4,91.6359788359789
"M-70","ACC PLANT","6",7,8.61,2551.11111111111,1465.4,91.6359788359789
"M-70","ACC PLANT","6",7,8.605,2549.62962962963,1368,91.6359788359789
"M-70","ACC PLANT","6",28,8.71,2580.74074074074,1407.3,103.985185185185
"M-70","ACC PLANT","6",28,8.715,2582.22222222222,1835.2,103.985185185185
"M-70","ACC PLANT","6",28,8.7,2577.77777777778,1670.8,103.985185185185
"M-50","ACC PLANT","144M3",7,8.64,2560,1083.7,96.0444444444444
"M-50","ACC PLANT","144M3",7,8.775,2600,1267,96.0444444444444
"M-50","ACC PLANT","144M3",7,8.51,2521.48148148148,890.8,96.0444444444444
"M-50","ACC PLANT","144M3",28,8.335,2469.62962962963,1512,114.16
"M-50","ACC PLANT","144M3",28,8.46,2506.66666666667,1191.5,114.16
"M-50","ACC PLANT","144M3",28,8.355,2475.55555555556,1149.4,114.16
"M-50","ACC PLANT","144M3",7,8.84,2619.25925925926,1196.6,82.1807407407407
"M-50","ACC PLANT","144M3",7,8.83,2616.2962962963,871.1,82.1807407407407
"M-50","ACC PLANT","144M3",7,8.78,2601.48148148148,705.9,82.1807407407407
"M-50","ACC PLANT","144M3",28,8.45,2503.7037037037,1259.5,121.051851851852
"M-50","ACC PLANT","144M3",28,8.54,2530.37037037037,1375.4,121.051851851852
"M-50","ACC PLANT","144M3",28,8.44,2500.74074074074,1450.6,121.051851851852
"M-50","ACC PLANT","144M3",7,8.705,2579.25925925926,1310.6,89.2859259259259
"M-50","ACC PLANT","144M3",7,8.995,2665.18518518518,822.9,89.2859259259259
"M-50","ACC PLANT","144M3",7,8.84,2619.25925925926,879.9,89.2859259259259
"M-50","ACC PLANT","144M3",28,8.585,2543.7037037037,1203.3,114.213333333333
"M-50","ACC PLANT","144M3",28,8.47,2509.62962962963,1298.8,114.213333333333
"M-50","ACC PLANT","144M3",28,8.5,2518.51851851852,1352.6,114.213333333333
"M-50","ACC PLANT","144M3",7,8.595,2546.66666666667,1042.7,95.3985185185185
"M-50","ACC PLANT","144M3",7,8.63,2557.03703703704,1160.6,95.3985185185185
"M-50","ACC PLANT","144M3",7,8.69,2574.81481481481,1016.4,95.3985185185185
"M-50","ACC PLANT","144M3",28,8.425,2496.2962962963,1132.8,121.783703703704
"M-50","ACC PLANT","144M3",28,8.25,2444.44444444444,1393.7,121.783703703704
"M-50","ACC PLANT","144M3",28,8.285,2454.81481481481,1583.7,121.783703703704
"M-50","ACC PLANT","144M3",7,8.655,2564.44444444444,1129.5,99.9792592592593
"M-50","ACC PLANT","144M3",7,8.67,2568.88888888889,1287.5,99.9792592592593
"M-50","ACC PLANT","144M3",7,8.7,2577.77777777778,957.3,99.9792592592593
"M-50","ACC PLANT","144M3",28,8.47,2509.62962962963,1451.6,116.722962962963
"M-50","ACC PLANT","144M3",28,8.48,2512.59259259259,1371.6,116.722962962963
"M-50","ACC PLANT","144M3",28,8.48,2512.59259259259,1116.2,116.722962962963
"M-50","ACC PLANT","144M3",7,8.63,2557.03703703704,1182,89.0459259259259
"M-50","ACC PLANT","144M3",7,8.735,2588.14814814815,947.8,89.0459259259259
"M-50","ACC PLANT","144M3",7,8.64,2560,875.5,89.0459259259259
"M-50","ACC PLANT","144M3",28,8.6,2548.14814814815,1174.1,114.151111111111
"M-50","ACC PLANT","144M3",28,8.66,2565.92592592593,1394.3,114.151111111111
"M-50","ACC PLANT","144M3",28,8.64,2560,1284.2,114.151111111111
"M-50","ACC PLANT","52M3",7,8.615,2552.59259259259,988.3,83.8488888888888
"M-50","ACC PLANT","52M3",7,8.59,2545.18518518519,941.7,83.8488888888888
"M-50","ACC PLANT","52M3",7,8.69,2574.81481481481,899.9,83.8488888888888
"M-50","ACC PLANT","52M3",28,8.735,2588.14814814815,1067.1,112.24
"M-50","ACC PLANT","52M3",28,8.72,2583.7037037037,1264.9,112.24
"M-50","ACC PLANT","52M3",28,8.67,2568.88888888889,1456.1,112.24
"M-50","ACC PLANT","52M3",7,8.6,2548.14814814815,859.8,89.0281481481482
"M-50","ACC PLANT","52M3",7,8.54,2530.37037037037,1070.9,89.0281481481482
"M-50","ACC PLANT","52M3",7,8.575,2540.74074074074,1074,89.0281481481482
"M-50","ACC PLANT","52M3",28,8.66,2565.92592592593,1480.5,104.722962962963
"M-50","ACC PLANT","52M3",28,8.585,2543.7037037037,878.6,104.722962962963
"M-50","ACC PLANT","52M3",28,8.65,2562.96296296296,1175.3,104.722962962963
"M-50","ACC PLANT","52M3",7,8.775,2600,925.8,80.0562962962962
"M-50","ACC PLANT","52M3",7,8.7,2577.77777777778,942.5,80.0562962962962
"M-50","ACC PLANT","52M3",7,8.685,2573.33333333333,833.6,80.0562962962962
"M-50","ACC PLANT","52M3",28,8.715,2582.22222222222,915.8,95.917037037037
"M-50","ACC PLANT","52M3",28,8.68,2571.85185185185,1135.8,95.917037037037
"M-50","ACC PLANT","52M3",28,8.82,2613.33333333333,1185.6,95.917037037037
"M-50","ACC PLANT","52M3",7,8.65,2562.96296296296,1008.5,84.4474074074074
"M-50","ACC PLANT","52M3",7,8.69,2574.81481481481,858.4,84.4474074074074
"M-50","ACC PLANT","52M3",7,8.7,2577.77777777778,983.2,84.4474074074074
"M-50","ACC PLANT","52M3",28,8.745,2591.11111111111,1331.4,130.995555555556
"M-50","ACC PLANT","52M3",28,8.76,2595.55555555556,1513.6,130.995555555556
"M-50","ACC PLANT","52M3",28,8.77,2598.51851851852,1576.1,130.995555555556
"M-50","ACC PLANT","52M3",7,8.8,2607.40740740741,1163.4,94.9185185185186
"M-50","ACC PLANT","52M3",7,8.735,2588.14814814815,884.1,94.9185185185186
"M-50","ACC PLANT","52M3",7,8.875,2629.62962962963,1156,94.9185185185186
"M-50","ACC PLANT","52M3",28,8.735,2588.14814814815,1788.4,118.157037037037
"M-50","ACC PLANT","52M3",28,8.78,2601.48148148148,877.1,118.157037037037
"M-50","ACC PLANT","52M3",28,8.745,2591.11111111111,1322.3,118.157037037037
"M-50","ACC PLANT","8M3",7,8.37,2480,819.5,68.157037037037
"M-50","ACC PLANT","8M3",7,8.21,2432.59259259259,778.2,68.157037037037
"M-50","ACC PLANT","8M3",7,8.34,2471.11111111111,702.6,68.157037037037
"M-50","ACC PLANT","56M3",7,8.34,2471.11111111111,1101.5,97.2533333333334
"M-50","ACC PLANT","56M3",7,8.32,2465.18518518519,1156.1,97.2533333333334
"M-50","ACC PLANT","56M3",7,8.3,2459.25925925926,1024.7,97.2533333333334
"M-50","ACC PLANT","56M3",28,8.565,2537.77777777778,1100.4,96.7822222222222
"M-50","ACC PLANT","56M3",28,8.365,2478.51851851852,1009.4,96.7822222222222
"M-50","ACC PLANT","56M3",28,8.4,2488.88888888889,1156.6,96.7822222222222
"M-50","ACC PLANT","56M3",56,8.36,2477.03703703704,1572.9,124.133333333333
"M-50","ACC PLANT","56M3",56,8.28,2453.33333333333,1259.5,124.133333333333
"M-50","ACC PLANT","56M3",56,8.29,2456.2962962963,1357.1,124.133333333333
"M-50","ACC PLANT","56M3",7,8.29,2456.2962962963,800.7,72.2192592592592
"M-50","ACC PLANT","56M3",7,8.215,2434.07407407407,865.8,72.2192592592592
"M-50","ACC PLANT","56M3",7,8.465,2508.14814814815,770.9,72.2192592592592
"M-50","ACC PLANT","56M3",28,8.32,2465.18518518519,1230.4,90.794074074074
"M-50","ACC PLANT","56M3",28,8.405,2490.37037037037,976.5,90.794074074074
"M-50","ACC PLANT","56M3",28,8.44,2500.74074074074,857.4,90.794074074074
"M-50","ACC PLANT","56M3",56,8.24,2441.48148148148,1156.4,113.837037037037
"M-50","ACC PLANT","56M3",56,8.22,2435.55555555556,1273.6,113.837037037037
"M-50","ACC PLANT","56M3",56,8.38,2482.96296296296,1412,113.837037037037
"M-50","ACC PLANT","56M3",7,8.465,2508.14814814815,898.3,72.9985185185186
"M-50","ACC PLANT","56M3",7,8.42,2494.81481481481,812.6,72.9985185185186
"M-50","ACC PLANT","56M3",7,8.44,2500.74074074074,752.8,72.9985185185186
"M-50","ACC PLANT","56M3",28,8.435,2499.25925925926,898.3,72.9985185185186
"M-50","ACC PLANT","56M3",28,8.6,2548.14814814815,812.6,72.9985185185186
"M-50","ACC PLANT","56M3",28,8.405,2490.37037037037,752.8,72.9985185185186
"M-50","ACC PLANT","56M3",56,8.39,2485.92592592593,1468.7,110.77037037037
"M-50","ACC PLANT","56M3",56,8.41,2491.85185185185,993.2,110.77037037037
"M-50","ACC PLANT","56M3",56,8.365,2478.51851851852,1276.6,110.77037037037
"M-50","ACC PLANT","56M3",7,8.285,2454.81481481481,746.6,63.5733333333334
"M-50","ACC PLANT","56M3",7,8.22,2435.55555555556,599.4,63.5733333333334
"M-50","ACC PLANT","56M3",7,8.33,2468.14814814815,799.6,63.5733333333334
"M-50","ACC PLANT","56M3",28,8.39,2485.92592592593,1112.8,98.5333333333334
"M-50","ACC PLANT","56M3",28,8.345,2472.59259259259,1298.1,98.5333333333334
"M-50","ACC PLANT","56M3",28,8.42,2494.81481481481,914.6,98.5333333333334
"M-50","ACC PLANT","56M3",56,8.29,2456.2962962963,933.6,94.1807407407408
"M-50","ACC PLANT","56M3",56,8.265,2448.88888888889,903,94.1807407407408
"M-50","ACC PLANT","56M3",56,8.11,2402.96296296296,1342,94.1807407407408
"M-50","ACC PLANT","173m3",7,8.145,2413.33333333333,673.6,60.5037037037037
"M-50","ACC PLANT","173m3",7,8.76,2595.55555555556,747.8,60.5037037037037
"M-50","ACC PLANT","173m3",7,8.46,2506.66666666667,620.6,60.5037037037037
"M-50","ACC PLANT","173m3",28,8.265,2448.88888888889,1000.9,88.8355555555556
"M-50","ACC PLANT","173m3",28,8.4,2488.88888888889,1039.4,88.8355555555556
"M-50","ACC PLANT","173m3",28,8.325,2466.66666666667,957.9,88.8355555555556
"M-50","ACC PLANT","173m3",56,8.425,2496.2962962963,695.4,85.1377777777778
"M-50","ACC PLANT","173m3",56,8.135,2410.37037037037,998.1,85.1377777777778
"M-50","ACC PLANT","173m3",56,8.06,2388.14814814815,1179.9,85.1377777777778
"M-50","ACC PLANT","173m3",7,8.175,2422.22222222222,550.9,47.6918518518519
"M-50","ACC PLANT","173m3",7,8.57,2539.25925925926,639.3,47.6918518518519
"M-50","ACC PLANT","173m3",7,8.525,2525.92592592593,419.4,47.6918518518519
"M-50","ACC PLANT","173m3",28,8.31,2462.22222222222,919.9,81.2385185185185
"M-50","ACC PLANT","173m3",28,8.425,2496.2962962963,934.5,81.2385185185185
"M-50","ACC PLANT","173m3",28,8.5,2518.51851851852,887.4,81.2385185185185
"M-50","ACC PLANT","173m3",56,8.565,2537.77777777778,827.2,78.0474074074074
"M-50","ACC PLANT","173m3",56,8.59,2545.18518518519,830.2,78.0474074074074
"M-50","ACC PLANT","173m3",56,8.2,2429.62962962963,976.7,78.0474074074074
"M-50","ACC PLANT","173m3",7,8.56,2536.2962962963,669.8,45.6444444444444
"M-50","ACC PLANT","173m3",7,8.405,2490.37037037037,448.5,45.6444444444444
"M-50","ACC PLANT","173m3",7,8.24,2441.48148148148,422.2,45.6444444444444
"M-50","ACC PLANT","173m3",28,8.52,2524.44444444444,668.2,68.7881481481482
"M-50","ACC PLANT","173m3",28,8.53,2527.40740740741,703.9,68.7881481481482
"M-50","ACC PLANT","173m3",28,8.365,2478.51851851852,949.5,68.7881481481482
"M-50","ACC PLANT","173m3",56,8.22,2435.55555555556,975.1,85.6592592592593
"M-50","ACC PLANT","173m3",56,8.42,2494.81481481481,912.5,85.6592592592593
"M-50","ACC PLANT","173m3",56,8.715,2582.22222222222,1003.4,85.6592592592593
"M-50","ACC PLANT","173m3",7,8.74,2589.62962962963,769.4,59.92
"M-50","ACC PLANT","173m3",7,8.525,2525.92592592593,473.3,59.92
"M-50","ACC PLANT","173m3",7,8.74,2589.62962962963,779.6,59.92
"M-50","ACC PLANT","173m3",28,8.295,2457.77777777778,829.5,73.3511111111111
"M-50","ACC PLANT","173m3",28,8.345,2472.59259259259,731.1,73.3511111111111
"M-50","ACC PLANT","173m3",28,8.405,2490.37037037037,915,73.3511111111111
"M-50","ACC PLANT","173m3",56,8.25,2444.44444444444,756.4,86.7881481481481
"M-50","ACC PLANT","173m3",56,8.76,2595.55555555556,1248.2,86.7881481481481
"M-50","ACC PLANT","173m3",56,8.47,2509.62962962963,924.5,86.7881481481481
"M-50","ACC PLANT","755M3",7,8.45,2503.7037037037,419.6,37.3422222222222
"M-50","ACC PLANT","755M3",7,8.1,2400,406.7,37.3422222222222
"M-50","ACC PLANT","755M3",7,8.66,2565.92592592593,434,37.3422222222222
"M-50","ACC PLANT","755M3",28,8.35,2474.07407407407,559.6,59.0074074074074
"M-50","ACC PLANT","755M3",28,8.175,2422.22222222222,610.9,59.0074074074074
"M-50","ACC PLANT","755M3",28,8.4,2488.88888888889,821,59.0074074074074
"M-50","ACC PLANT","755M3",7,8.275,2451.85185185185,443.8,54.0977777777778
"M-50","ACC PLANT","755M3",7,8.72,2583.7037037037,823.3,54.0977777777778
"M-50","ACC PLANT","755M3",7,8.215,2434.07407407407,558.7,54.0977777777778
"M-50","ACC PLANT","755M3",28,NA,0,NA,32.0177777777778
"M-50","ACC PLANT","755M3",28,8.39,2485.92592592593,579.8,32.0177777777778
"M-50","ACC PLANT","755M3",28,8.4,2488.88888888889,500.8,32.0177777777778
"M-50","ACC PLANT","755M3",56,8.26,2447.40740740741,636.7,18.8651851851852
"M-50","ACC PLANT","755M3",56,NA,0,NA,18.8651851851852
"M-50","ACC PLANT","755M3",56,NA,0,NA,18.8651851851852
"M-50","ACC PLANT","755M3",7,8.605,2549.62962962963,712.2,62.4148148148148
"M-50","ACC PLANT","755M3",7,8.47,2509.62962962963,677.3,62.4148148148148
"M-50","ACC PLANT","755M3",7,8.46,2506.66666666667,717,62.4148148148148
"M-50","ACC PLANT","755M3",28,8.045,2383.7037037037,836.1,71.2059259259259
"M-50","ACC PLANT","755M3",28,8.48,2512.59259259259,778.1,71.2059259259259
"M-50","ACC PLANT","755M3",28,8.5,2518.51851851852,789,71.2059259259259
"M-50","ACC PLANT","755M3",7,8.58,2542.22222222222,764.4,68.3496296296296
"M-50","ACC PLANT","755M3",7,8.27,2450.37037037037,784.8,68.3496296296296
"M-50","ACC PLANT","755M3",7,8.58,2542.22222222222,757.6,68.3496296296296
"M-50","ACC PLANT","755M3",28,8.58,2542.22222222222,953.9,68.0118518518519
"M-50","ACC PLANT","755M3",28,8.33,2468.14814814815,707.5,68.0118518518519
"M-50","ACC PLANT","755M3",28,8.35,2474.07407407407,634,68.0118518518519
"M-50","ACC PLANT","755M3",7,8.2,2429.62962962963,498.2,49.1437037037037
"M-50","ACC PLANT","755M3",7,8.235,2440,363.8,49.1437037037037
"M-50","ACC PLANT","755M3",7,8.62,2554.07407407407,796.6,49.1437037037037
"M-50","ACC PLANT","755M3",28,8.335,2469.62962962963,823.9,79.6977777777778
"M-50","ACC PLANT","755M3",28,8.43,2497.77777777778,938.6,79.6977777777778
"M-50","ACC PLANT","755M3",28,8.375,2481.48148148148,927.3,79.6977777777778
"M-50","ACC PLANT","755M3",7,8.2,2429.62962962963,504.7,48.0503703703704
"M-50","ACC PLANT","755M3",7,8.34,2471.11111111111,637.4,48.0503703703704
"M-50","ACC PLANT","755M3",7,8.52,2524.44444444444,479.6,48.0503703703704
"M-50","ACC PLANT","755M3",28,8.2,2429.62962962963,662.8,63.9348148148148
"M-50","ACC PLANT","755M3",28,8.445,2502.22222222222,781.6,63.9348148148148
"M-50","ACC PLANT","755M3",28,8.31,2462.22222222222,713.4,63.9348148148148
"M-50","ACC PLANT","755M3",7,8.315,2463.7037037037,636.6,57.1496296296296
"M-50","ACC PLANT","755M3",7,8.385,2484.44444444444,747.2,57.1496296296296
"M-50","ACC PLANT","755M3",7,8.3,2459.25925925926,545,57.1496296296296
"M-50","ACC PLANT","755M3",28,8.54,2530.37037037037,774.5,56.2340740740741
"M-50","ACC PLANT","755M3",28,8.45,2503.7037037037,653.1,56.2340740740741
"M-50","ACC PLANT","755M3",28,8.39,2485.92592592593,470.3,56.2340740740741
"M-50","ACC PLANT","755M3",7,8.27,2450.37037037037,312,45.517037037037
"M-50","ACC PLANT","755M3",7,8.105,2401.48148148148,631.5,45.517037037037
"M-50","ACC PLANT","755M3",7,8.41,2491.85185185185,592.7,45.517037037037
"M-50","ACC PLANT","755M3",28,8.435,2499.25925925926,796.9,71.2444444444445
"M-50","ACC PLANT","755M3",28,8.54,2530.37037037037,976.4,71.2444444444445
"M-50","ACC PLANT","755M3",28,8.395,2487.40740740741,631.2,71.2444444444445
"M-50","ACC PLANT","719.5M3",7,8.37,2480,659.1,61.9703703703704
"M-50","ACC PLANT","719.5M3",7,8.195,2428.14814814815,630.7,61.9703703703704
"M-50","ACC PLANT","719.5M3",7,8.33,2468.14814814815,801.7,61.9703703703704
"M-50","ACC PLANT","719.5M3",28,8.14,2411.85185185185,595,77.8162962962963
"M-50","ACC PLANT","719.5M3",28,8.35,2474.07407407407,1112.9,77.8162962962963
"M-50","ACC PLANT","719.5M3",28,8.18,2423.7037037037,918.4,77.8162962962963
"M-50","ACC PLANT","719.5M3",7,8.24,2441.48148148148,552.9,62.6992592592593
"M-50","ACC PLANT","719.5M3",7,8.51,2521.48148148148,710.5,62.6992592592593
"M-50","ACC PLANT","719.5M3",7,8.42,2494.81481481481,852.7,62.6992592592593
