"Concrete Grade","Concrete Source","Qty.","Age","Weight in Kg.","Density in MT/m3","Load in KN","Comp. Strength in %"
"M-50","Lafarge","32m3",7,8.245,2442.96296296296,879.6,75.9733333333333
"M-50","Lafarge","32m3",28,8.365,2478.51851851852,1225.4,125.392592592593
"M-50","Lafarge","32m3",28,8.29,2456.2962962963,1483.5,125.392592592593
"M-50","Lafarge","32m3",28,8.335,2469.62962962963,1523.1,125.392592592593
"M-50","Lafarge","32m3",7,8.455,2505.18518518519,764.8,77.682962962963
"M-50","Lafarge","32m3",7,8.435,2499.25925925926,893.8,77.682962962963
"M-50","Lafarge","32m3",7,8.43,2497.77777777778,963.2,77.682962962963
"M-50","Lafarge","32m3",28,8.45,2503.7037037037,1101.8,114.820740740741
"M-50","Lafarge","32m3",28,8.395,2487.40740740741,1384.9,114.820740740741
"M-50","Lafarge","32m3",28,8.39,2485.92592592593,1388.5,114.820740740741
"M-50","Lafarge","4m3",7,8.55,2533.33333333333,550,51.8222222222222
"M-50","Lafarge","4m3",7,8.57,2539.25925925926,535.7,51.8222222222222
"M-50","Lafarge","4m3",7,8.675,2570.37037037037,663.3,51.8222222222222
"M-50","Lafarge","4m3",28,8.54,2530.37037037037,1210.8,105.404444444444
"M-50","Lafarge","4m3",28,8.53,2527.40740740741,1121.2,105.404444444444
"M-50","Lafarge","4m3",28,8.56,2536.2962962963,1225.4,105.404444444444
"M-70","Lafarge","11M3",7,8.475,2511.11111111111,1215.2,76.1989417989419
"M-70","Lafarge","11M3",7,8.53,2527.40740740741,1220.9,76.1989417989419
"M-70","Lafarge","11M3",7,8.635,2558.51851851852,1164.3,76.1989417989419
"M-70","Lafarge","11M3",28,8.49,2515.55555555556,1665.3,103.750264550265
"M-70","Lafarge","11M3",28,8.35,2474.07407407407,1465.6,103.750264550265
"M-70","Lafarge","11M3",28,8.46,2506.66666666667,1771.3,103.750264550265
"M-70","Lafarge","11M3",7,8.345,2472.59259259259,1015.8,67.6402116402116
"M-70","Lafarge","11M3",7,8.39,2485.92592592593,995.3,67.6402116402116
"M-70","Lafarge","11M3",7,8.425,2496.2962962963,1184.9,67.6402116402116
"M-70","Lafarge","11M3",28,8.41,2491.85185185185,1771,102.177777777778
"M-70","Lafarge","11M3",28,8.46,2506.66666666667,1460.6,102.177777777778
"M-70","Lafarge","11M3",28,8.45,2503.7037037037,1596.3,102.177777777778
"M-70","Lafarge","6M3",7,8.445,2502.22222222222,1065.9,68.8867724867724
"M-70","Lafarge","6M3",7,8.385,2484.44444444444,1159.7,68.8867724867724
"M-70","Lafarge","6M3",7,8.55,2533.33333333333,1029.3,68.8867724867724
"M-70","Lafarge","6M3",28,8.875,2629.62962962963,1977.2,123.487830687831
"M-70","Lafarge","6M3",28,8.92,2642.96296296296,2204.5,123.487830687831
"M-70","Lafarge","6M3",28,8.82,2613.33333333333,1653.1,123.487830687831
"M-70","Lafarge","10m3",7,8.515,2522.96296296296,840.7,50.463492063492
"M-70","Lafarge","10m3",7,8.385,2484.44444444444,778.3,50.463492063492
"M-70","Lafarge","10m3",7,8.56,2536.2962962963,765.4,50.463492063492
"M-70","Lafarge","10m3",28,8.54,2530.37037037037,1225.5,78.0169312169313
"M-70","Lafarge","10m3",28,8.43,2497.77777777778,1250,78.0169312169313
"M-70","Lafarge","10m3",28,8.57,2539.25925925926,1210.8,78.0169312169313
"M-70","Lafarge","10m3",7,8.57,2539.25925925926,730.7,50.0740740740741
"M-70","Lafarge","10m3",7,8.545,2531.85185185185,829.6,50.0740740740741
"M-70","Lafarge","10m3",7,8.495,2517.03703703704,805.7,50.0740740740741
"M-70","Lafarge","10m3",28,8.54,2530.37037037037,1120.9,73.1428571428571
"M-70","Lafarge","10m3",28,8.46,2506.66666666667,1236.5,73.1428571428571
"M-70","Lafarge","10m3",28,8.47,2509.62962962963,1098.6,73.1428571428571
"M-70","Lafarge","80.5m3",7,8.62,2554.07407407407,1172.9,75.7608465608466
"M-70","Lafarge","80.5m3",7,8.56,2536.2962962963,1204.7,75.7608465608466
"M-70","Lafarge","80.5m3",7,8.625,2555.55555555556,1202.1,75.7608465608466
"M-70","Lafarge","80.5m3",28,8.555,2534.81481481481,1650.5,104.122751322751
"M-70","Lafarge","80.5m3",28,8.56,2536.2962962963,1625.7,104.122751322751
"M-70","Lafarge","80.5m3",28,8.53,2527.40740740741,1643.6,104.122751322751
"M-70","Lafarge","80.5m3",7,8.465,2508.14814814815,1025.5,42.2497354497354
"M-70","Lafarge","80.5m3",7,8.405,2490.37037037037,135.9,42.2497354497354
"M-70","Lafarge","80.5m3",7,8.33,2468.14814814815,834.9,42.2497354497354
"M-70","Lafarge","80.5m3",28,8.745,2591.11111111111,1657.6,105.242328042328
"M-70","Lafarge","80.5m3",28,8.585,2543.7037037037,1685.4,105.242328042328
"M-70","Lafarge","80.5m3",28,8.455,2505.18518518519,1629.7,105.242328042328
"M-70","Lafarge","80.5m3",7,8.59,2545.18518518519,1087.7,65.7989417989419
"M-70","Lafarge","80.5m3",7,8.47,2509.62962962963,1241.1,65.7989417989419
"M-70","Lafarge","80.5m3",7,8.47,2509.62962962963,780.2,65.7989417989419
"M-70","Lafarge","80.5m3",28,8.485,2514.07407407407,1223.9,84.5439153439153
"M-70","Lafarge","80.5m3",28,8.435,2499.25925925926,1458.4,84.5439153439153
"M-70","Lafarge","80.5m3",28,8.665,2567.40740740741,1312.4,84.5439153439153
"M-70","Lafarge","80.5m3",7,8.52,2524.44444444444,1293.8,73.7862433862434
"M-70","Lafarge","80.5m3",7,8.64,2560,855.6,73.7862433862434
"M-70","Lafarge","80.5m3",7,8.535,2528.88888888889,1337,73.7862433862434
"M-70","Lafarge","80.5m3",28,8.535,2528.88888888889,1595.5,105.185185185185
"M-70","Lafarge","80.5m3",28,8.64,2560,1682.3,105.185185185185
"M-70","Lafarge","80.5m3",28,8.52,2524.44444444444,1692.2,105.185185185185
"M-70","Lafarge","80.5m3",7,8.58,2542.22222222222,696.7,48.3195767195767
"M-70","Lafarge","80.5m3",7,8.515,2522.96296296296,733.6,48.3195767195767
"M-70","Lafarge","80.5m3",7,8.41,2491.85185185185,852.8,48.3195767195767
"M50","Lafarge","5.5M3",7,8.58,2542.22222222222,829.2,76.1007407407407
"M50","Lafarge","5.5M3",7,8.415,2493.33333333333,1020.8,76.1007407407407
"M50","Lafarge","5.5M3",7,8.385,2484.44444444444,718.4,76.1007407407407
"M50","Lafarge","5.5M3",28,8.415,2493.33333333333,1434.1,111.884444444444
"M50","Lafarge","5.5M3",28,8.49,2515.55555555556,1093.6,111.884444444444
"M50","Lafarge","5.5M3",28,8.445,2502.22222222222,1248.4,111.884444444444
"M70","Lafarge","4m3",7,8.4,2488.88888888889,980.8,60.0338624338624
"M70","Lafarge","4m3",7,8.4,2488.88888888889,1101.6,60.0338624338624
"M70","Lafarge","4m3",7,8.4,2488.88888888889,754.2,60.0338624338624
"M70","Lafarge","4m3",28,8.445,2502.22222222222,1641.1,103.140740740741
"M70","Lafarge","4m3",28,8.44,2500.74074074074,1612.5,103.140740740741
"M70","Lafarge","4m3",28,8.47,2509.62962962963,1619.8,103.140740740741
"M-50","Lafarge","14.5 m3",7,8.47,2509.62962962963,825.7,73.837037037037
"M-50","Lafarge","14.5 m3",7,8.53,2527.40740740741,846.7,73.837037037037
"M-50","Lafarge","14.5 m3",7,8.425,2496.2962962963,819.6,73.837037037037
"M-50","Lafarge","14.5 m3",28,8.4,2488.88888888889,1375.6,111.976296296296
"M-50","Lafarge","14.5 m3",28,8.54,2530.37037037037,1191.3,111.976296296296
"M-50","Lafarge","14.5 m3",28,8.425,2496.2962962963,1212.3,111.976296296296
"M-50","Lafarge","14.5 m3",7,8.474,2510.81481481482,772.6,72.5985185185185
"M-50","Lafarge","14.5 m3",7,8.51,2521.48148148148,816.5,72.5985185185185
"M-50","Lafarge","14.5 m3",7,8.5,2518.51851851852,861.1,72.5985185185185
"M-50","Lafarge","14.5 m3",28,8.365,2478.51851851852,1110.8,108.222222222222
"M-50","Lafarge","14.5 m3",28,8.42,2494.81481481481,1384.9,108.222222222222
"M-50","Lafarge","14.5 m3",28,8.335,2469.62962962963,1156.8,108.222222222222
"M70","Lafarge","15.5",7,8.16,2417.77777777778,871.1,55.805291005291
"M70","Lafarge","15.5",7,8.03,2379.25925925926,800.9,55.805291005291
"M70","Lafarge","15.5",7,8.15,2414.81481481481,964.8,55.805291005291
"M70","Lafarge","15.5",28,7.99,2367.40740740741,1755.4,113.928042328042
"M70","Lafarge","15.5",28,7.87,2331.85185185185,1672.7,113.928042328042
"M70","Lafarge","15.5",28,8.065,2389.62962962963,1955,113.928042328042
"M70","Lafarge","15.5",7,8.075,2392.59259259259,674,46.9015873015873
"M70","Lafarge","15.5",7,8.04,2382.22222222222,699,46.9015873015873
"M70","Lafarge","15.5",7,8.035,2380.74074074074,843.1,46.9015873015873
"M70","Lafarge","15.5",28,8.06,2388.14814814815,1584.4,105.191534391534
"M70","Lafarge","15.5",28,8.03,2379.25925925926,1655,105.191534391534
"M70","Lafarge","15.5",28,8.07,2391.11111111111,1730.9,105.191534391534
"M70","Lafarge","15.5",7,8.14,2411.85185185185,559.2,42.2179894179894
"M70","Lafarge","15.5",7,8.19,2426.66666666667,587.9,42.2179894179894
"M70","Lafarge","15.5",7,8.17,2420.74074074074,847.7,42.2179894179894
"M70","Lafarge","15.5",28,7.705,2282.96296296296,1710.4,104.478306878307
"M70","Lafarge","15.5",28,7.8,2311.11111111111,1580.3,104.478306878307
"M70","Lafarge","15.5",28,7.96,2358.51851851852,1645.9,104.478306878307
"M70","Lafarge","2",7,8.36,2477.03703703704,1001.2,68.9164021164021
"M70","Lafarge","2",7,8.515,2522.96296296296,1137.7,68.9164021164021
"M70","Lafarge","2",7,8.56,2536.2962962963,1117.4,68.9164021164021
"M70","Lafarge","2",28,8.43,2497.77777777778,1580.3,105.467724867725
"M70","Lafarge","2",28,8.3,2459.25925925926,1694.3,105.467724867725
"M70","Lafarge","2",28,8.41,2491.85185185185,1708.75,105.467724867725
"M-50","Lafarge","104.5",7,8.27,2450.37037037037,901.3,86.5896296296296
"M-50","Lafarge","104.5",7,8.23,2438.51851851852,976.8,86.5896296296296
"M-50","Lafarge","104.5",7,8.325,2466.66666666667,1044.3,86.5896296296296
"M-50","Lafarge","104.5",28,8.28,2453.33333333333,1348.4,123.259259259259
"M-50","Lafarge","104.5",28,8.31,2462.22222222222,1400.9,123.259259259259
"M-50","Lafarge","104.5",28,8.285,2454.81481481481,1410.7,123.259259259259
"M-50","Lafarge","104.5",7,8.225,2437.03703703704,896.7,82.32
"M-50","Lafarge","104.5",7,8.51,2521.48148148148,936.1,82.32
"M-50","Lafarge","104.5",7,8.19,2426.66666666667,945.5,82.32
"M-50","Lafarge","104.5",28,8.275,2451.85185185185,1185.4,111.306666666667
"M-50","Lafarge","104.5",28,8.18,2423.7037037037,1312,111.306666666667
"M-50","Lafarge","104.5",28,8.19,2426.66666666667,1259.2,111.306666666667
"M-50","Lafarge","104.5",7,8.31,2462.22222222222,720,67.2859259259259
"M-50","Lafarge","104.5",7,8.355,2475.55555555556,712.6,67.2859259259259
"M-50","Lafarge","104.5",7,8.36,2477.03703703704,838.3,67.2859259259259
"M-50","Lafarge","104.5",28,8.255,2445.92592592593,1150.3,105.111111111111
"M-50","Lafarge","104.5",28,8.2,2429.62962962963,1326.7,105.111111111111
"M-50","Lafarge","104.5",28,8.26,2447.40740740741,1070.5,105.111111111111
"M-50","Lafarge","104.5",7,8.35,2474.07407407407,928.8,82.4740740740741
"M-50","Lafarge","104.5",7,8.29,2456.2962962963,948,82.4740740740741
"M-50","Lafarge","104.5",7,8.42,2494.81481481481,906.7,82.4740740740741
"M-50","Lafarge","104.5",28,8.31,2462.22222222222,1447.4,110.72
"M-50","Lafarge","104.5",28,8.39,2485.92592592593,1104,110.72
"M-50","Lafarge","104.5",28,8.3,2459.25925925926,1185.4,110.72
"M-50","Lafarge","104.5",7,8.335,2469.62962962963,958.4,78.2903703703704
"M-50","Lafarge","104.5",7,8.33,2468.14814814815,893,78.2903703703704
"M-50","Lafarge","104.5",7,8.33,2468.14814814815,790.9,78.2903703703704
"M-50","Lafarge","104.5",28,8.175,2422.22222222222,1281.3,118.693333333333
"M-50","Lafarge","104.5",28,8.2,2429.62962962963,1289.3,118.693333333333
"M-50","Lafarge","104.5",28,8.26,2447.40740740741,1435.3,118.693333333333
"M-50","Lafarge","104.5",7,8.415,2493.33333333333,788.2,75.8014814814815
"M-50","Lafarge","104.5",7,8.415,2493.33333333333,817.7,75.8014814814815
"M-50","Lafarge","104.5",7,8.305,2460.74074074074,952.4,75.8014814814815
"M-50","Lafarge","104.5",28,8.31,2462.22222222222,1306.2,112.242962962963
"M-50","Lafarge","104.5",28,8.41,2491.85185185185,1281.3,112.242962962963
"M-50","Lafarge","104.5",28,8.385,2484.44444444444,1200.7,112.242962962963
"M-70","Lafarge","6M3",7,8.37,2480,974.5,62.1439153439153
"M-70","Lafarge","6M3",7,8.4,2488.88888888889,972.2,62.1439153439153
"M-70","Lafarge","6M3",7,8.365,2478.51851851852,989.6,62.1439153439153
"M-70","Lafarge","6M3",28,8.39,2485.92592592593,1632.3,104.249735449735
"M-70","Lafarge","6M3",28,8.37,2480,1605.2,104.249735449735
"M-70","Lafarge","6M3",28,8.395,2487.40740740741,1688.3,104.249735449735
"M-70","Lafarge","2M3",7,8.57,2539.25925925926,1132.1,66.5820105820106
"M-70","Lafarge","2M3",7,8.47,2509.62962962963,1099.6,66.5820105820106
"M-70","Lafarge","2M3",7,8.645,2561.48148148148,914.3,66.5820105820106
"M-70","Lafarge","2M3",28,8.63,2557.03703703704,1659,92.8296296296297
"M-70","Lafarge","2M3",28,8.59,2545.18518518519,1263.8,92.8296296296297
"M-70","Lafarge","2M3",28,8.61,2551.11111111111,1463.4,92.8296296296297
"M-50","Lafarge","53.5M3",7,8.425,2496.2962962963,653.7,65.0103703703704
"M-50","Lafarge","53.5M3",7,8.55,2533.33333333333,856.8,65.0103703703704
"M-50","Lafarge","53.5M3",7,8.545,2531.85185185185,683.6,65.0103703703704
"M-50","Lafarge","53.5M3",28,8.595,2546.66666666667,1297.6,102.192592592593
"M-50","Lafarge","53.5M3",28,8.37,2480,1081.1,102.192592592593
"M-50","Lafarge","53.5M3",28,8.43,2497.77777777778,1070.3,102.192592592593
"M-50","Lafarge","53.5M3",7,8.53,2527.40740740741,879,73.2859259259259
"M-50","Lafarge","53.5M3",7,8.495,2517.03703703704,815.7,73.2859259259259
"M-50","Lafarge","53.5M3",7,8.455,2505.18518518519,778.7,73.2859259259259
"M-50","Lafarge","53.5M3",28,8.385,2484.44444444444,1921,129.715555555556
"M-50","Lafarge","53.5M3",28,8.495,2517.03703703704,941.7,129.715555555556
"M-50","Lafarge","53.5M3",28,8.52,2524.44444444444,1515.2,129.715555555556
"M-50","Lafarge","53.5M3",7,8.5,2518.51851851852,828.2,74.0503703703704
"M-50","Lafarge","53.5M3",7,8.505,2520,839.1,74.0503703703704
"M-50","Lafarge","53.5M3",7,8.44,2500.74074074074,831.9,74.0503703703704
"M-50","Lafarge","53.5M3",28,8.39,2485.92592592593,1512.2,105.656296296296
"M-50","Lafarge","53.5M3",28,8.345,2472.59259259259,1100.3,105.656296296296
"M-50","Lafarge","53.5M3",28,8.305,2460.74074074074,953.4,105.656296296296
"M-50","Lafarge","53.5M3",7,8.63,2557.03703703704,1025.5,88.2488888888889
"M-50","Lafarge","53.5M3",7,8.615,2552.59259259259,978.6,88.2488888888889
"M-50","Lafarge","53.5M3",7,8.71,2580.74074074074,974.3,88.2488888888889
"M-50","Lafarge","53.5M3",28,8.525,2525.92592592593,1485,122.488888888889
"M-50","Lafarge","53.5M3",28,8.56,2536.2962962963,1262.2,122.488888888889
"M-50","Lafarge","53.5M3",28,8.385,2484.44444444444,1386.8,122.488888888889
"M-50","Lafarge","53.5M3",7,8.485,2514.07407407407,918,79.1407407407407
"M-50","Lafarge","53.5M3",7,8.49,2515.55555555556,854.9,79.1407407407407
"M-50","Lafarge","53.5M3",7,8.55,2533.33333333333,898.1,79.1407407407407
"M-50","Lafarge","53.5M3",28,8.485,2514.07407407407,1112.9,103.745185185185
"M-50","Lafarge","53.5M3",28,8.515,2522.96296296296,1363.8,103.745185185185
"M-50","Lafarge","53.5M3",28,8.485,2514.07407407407,1024.7,103.745185185185
"M-70","Lafarge","23M3",7,8.36,2477.03703703704,1185.7,69.3587301587301
"M-70","Lafarge","23M3",7,8.595,2546.66666666667,1173.4,69.3587301587301
"M-70","Lafarge","23M3",7,8.48,2512.59259259259,918.1,69.3587301587301
"M-70","Lafarge","23M3",28,8.71,2580.74074074074,1583.7,100.493121693122
"M-70","Lafarge","23M3",28,8.725,2585.18518518519,1525.9,100.493121693122
"M-70","Lafarge","23M3",28,8.675,2570.37037037037,1638.7,100.493121693122
"M-70","Lafarge","23M3",7,8.65,2562.96296296296,996,66.0021164021164
"M-70","Lafarge","23M3",7,8.675,2570.37037037037,1000.9,66.0021164021164
"M-70","Lafarge","23M3",7,8.525,2525.92592592593,1121.7,66.0021164021164
"M-70","Lafarge","23M3",28,8.605,2549.62962962963,1645.3,105.640211640212
"M-70","Lafarge","23M3",28,8.51,2521.48148148148,1541.3,105.640211640212
"M-70","Lafarge","23M3",28,8.485,2514.07407407407,1804.9,105.640211640212
"M-70","Lafarge","23M3",7,8.495,2517.03703703704,949.6,66.0148148148149
"M-70","Lafarge","23M3",7,8.53,2527.40740740741,1023.5,66.0148148148149
"M-70","Lafarge","23M3",7,8.58,2542.22222222222,1146.1,66.0148148148149
"M-70","Lafarge","23M3",28,8.475,2511.11111111111,1700.7,103.830687830688
"M-70","Lafarge","23M3",28,8.46,2506.66666666667,1650.2,103.830687830688
"M-70","Lafarge","23M3",28,8.12,2405.92592592593,1555.1,103.830687830688
"M-50","Lafarge","30.5 M3",7,8.435,2499.25925925926,773.6,62.9303703703704
"M-50","Lafarge","30.5 M3",7,8.48,2512.59259259259,771.1,62.9303703703704
"M-50","Lafarge","30.5 M3",7,8.495,2517.03703703704,579.2,62.9303703703704
"M-50","Lafarge","30.5 M3",28,8.485,2514.07407407407,1284.7,110.477037037037
"M-50","Lafarge","30.5 M3",28,8.47,2509.62962962963,1157.1,110.477037037037
"M-50","Lafarge","30.5 M3",28,8.545,2531.85185185185,1286.8,110.477037037037
"M-50","Lafarge","30.5 M3",7,8.4,2488.88888888889,724.1,66.0088888888889
"M-50","Lafarge","30.5 M3",7,8.43,2497.77777777778,800.2,66.0088888888889
"M-50","Lafarge","30.5 M3",7,8.45,2503.7037037037,703.5,66.0088888888889
"M-50","Lafarge","30.5 M3",28,8.37,2480,1138.8,111.561481481481
"M-50","Lafarge","30.5 M3",28,8.375,2481.48148148148,1197.9,111.561481481481
"M-50","Lafarge","30.5 M3",28,8.48,2512.59259259259,1428.5,111.561481481481
"M-50","Lafarge","30.5 M3",7,8.375,2481.48148148148,861.4,75.7333333333333
"M-50","Lafarge","30.5 M3",7,8.49,2515.55555555556,799.9,75.7333333333333
"M-50","Lafarge","30.5 M3",7,8.565,2537.77777777778,894.7,75.7333333333333
"M-50","Lafarge","30.5 M3",28,8.03,2379.25925925926,1251.4,111.425185185185
"M-50","Lafarge","30.5 M3",28,8,2370.37037037037,1181.5,111.425185185185
"M-50","Lafarge","30.5 M3",28,8.1,2400,1327.7,111.425185185185
"M-70","Lafarge","20M3",7,8.41,2491.85185185185,1347,82.3703703703704
"M-70","Lafarge","20M3",7,8.52,2524.44444444444,1429.6,82.3703703703704
"M-70","Lafarge","20M3",7,8.605,2549.62962962963,1115.4,82.3703703703704
"M-70","Lafarge","20M3",28,8.17,2420.74074074074,1612.3,106.419047619048
"M-70","Lafarge","20M3",28,8.195,2428.14814814815,1637.3,106.419047619048
"M-70","Lafarge","20M3",28,8.23,2438.51851851852,1778.7,106.419047619048
"M-70","Lafarge","20M3",7,8.6,2548.14814814815,1431.9,92.0931216931217
"M-70","Lafarge","20M3",7,8.59,2545.18518518519,1513.3,92.0931216931217
"M-70","Lafarge","20M3",7,8.575,2540.74074074074,1406.2,92.0931216931217
"M-70","Lafarge","20M3",28,8.055,2386.66666666667,1651.9,106.224338624339
"M-70","Lafarge","20M3",28,8.005,2371.85185185185,1614.2,106.224338624339
"M-70","Lafarge","20M3",28,8.16,2417.77777777778,1753,106.224338624339
"M-50","Lafarge","33M3",7,8.465,2508.14814814815,745.8,78.2192592592593
"M-50","Lafarge","33M3",7,8.365,2478.51851851852,1005.2,78.2192592592593
"M-50","Lafarge","33M3",7,8.465,2508.14814814815,888.9,78.2192592592593
"M-50","Lafarge","33M3",28,8.02,2376.2962962963,1352.1,101.591111111111
"M-50","Lafarge","33M3",28,8.055,2386.66666666667,945.7,101.591111111111
"M-50","Lafarge","33M3",28,8.05,2385.18518518519,1130.9,101.591111111111
"M-50","Lafarge","33M3",7,8.35,2474.07407407407,866.8,85.8962962962963
"M-50","Lafarge","33M3",7,8.43,2497.77777777778,997.5,85.8962962962963
"M-50","Lafarge","33M3",7,8.505,2520,1034.7,85.8962962962963
"M-50","Lafarge","33M3",28,8.025,2377.77777777778,1128,114.174814814815
"M-50","Lafarge","33M3",28,8.015,2374.81481481481,1524.4,114.174814814815
"M-50","Lafarge","33M3",28,8.16,2417.77777777778,1201,114.174814814815
"M-50","Lafarge","33M3",7,8.46,2506.66666666667,968.1,90.6251851851852
"M-50","Lafarge","33M3",7,8.515,2522.96296296296,1180.8,90.6251851851852
"M-50","Lafarge","33M3",7,8.58,2542.22222222222,909.7,90.6251851851852
"M-50","Lafarge","33M3",28,8.08,2394.07407407407,1206.5,122.088888888889
"M-50","Lafarge","33M3",28,8.065,2389.62962962963,1507.8,122.088888888889
"M-50","Lafarge","33M3",28,8.05,2385.18518518519,1406.2,122.088888888889
"M-70","Lafarge","19M3",7,8.57,2539.25925925926,1024.7,68.9756613756614
"M-70","Lafarge","19M3",7,8.58,2542.22222222222,1319.1,68.9756613756614
"M-70","Lafarge","19M3",7,8.565,2537.77777777778,915.3,68.9756613756614
"M-70","Lafarge","19M3",28,8.515,2522.96296296296,1944.1,112.050793650794
"M-70","Lafarge","19M3",28,8.686,2573.62962962963,1699.1,112.050793650794
"M-70","Lafarge","19M3",28,8.824,2614.51851851852,1651.2,112.050793650794
"M-70","Lafarge","19M3",7,8.715,2582.22222222222,1371.7,85.6359788359788
"M-70","Lafarge","19M3",7,8.79,2604.44444444444,1521,85.6359788359788
"M-70","Lafarge","19M3",7,8.64,2560,1153.6,85.6359788359788
"M-70","Lafarge","19M3",28,8.754,2593.77777777778,1830.1,112.146031746032
"M-70","Lafarge","19M3",28,8.704,2578.96296296296,1622.4,112.146031746032
"M-70","Lafarge","19M3",28,8.723,2584.59259259259,1846.4,112.146031746032
"M40","Lafarge","41M3",7,8.58,2542.22222222222,885.8,96.7555555555555
"M40","Lafarge","41M3",7,8.645,2561.48148148148,935.9,96.7555555555555
"M40","Lafarge","41M3",7,8.715,2582.22222222222,790.7,96.7555555555555
"M40","Lafarge","41M3",28,8.825,2614.81481481481,1442.8,141.518518518519
"M40","Lafarge","41M3",28,8.813,2611.25925925926,1244.1,141.518518518519
"M40","Lafarge","41M3",28,8.774,2599.7037037037,1134.1,141.518518518519
"M40","Lafarge","41M3",7,8.745,2591.11111111111,873.6,86.1666666666667
"M40","Lafarge","41M3",7,8.76,2595.55555555556,734,86.1666666666667
"M40","Lafarge","41M3",7,8.555,2534.81481481481,718.9,86.1666666666667
"M40","Lafarge","41M3",28,8.692,2575.40740740741,1442.8,141.518518518519
"M40","Lafarge","41M3",28,8.686,2573.62962962963,1244.1,141.518518518519
"M40","Lafarge","41M3",28,8.652,2563.55555555556,1134.1,141.518518518519
"M40","Lafarge","41M3",7,8.58,2542.22222222222,662,75.5518518518519
"M40","Lafarge","41M3",7,8.53,2527.40740740741,750.1,75.5518518518519
"M40","Lafarge","41M3",7,8.615,2552.59259259259,627.8,75.5518518518519
"M40","Lafarge","41M3",28,8.661,2566.22222222222,1256.8,140.488888888889
"M40","Lafarge","41M3",28,8.797,2606.51851851852,1201.8,140.488888888889
"M40","Lafarge","41M3",28,8.791,2604.74074074074,1334.6,140.488888888889
"M-70","Lafarge","8.5M3",7,8.67,2568.88888888889,972.1,67.4878306878307
"M-70","Lafarge","8.5M3",7,8.57,2539.25925925926,1067.7,67.4878306878307
"M-70","Lafarge","8.5M3",7,8.59,2545.18518518519,1149,67.4878306878307
"M-70","Lafarge","8.5M3",28,8.92,2642.96296296296,1621.6,105.166137566138
"M-70","Lafarge","8.5M3",28,8.808,2609.77777777778,1709.3,105.166137566138
"M-70","Lafarge","8.5M3",28,8.827,2615.40740740741,1638.2,105.166137566138
"M-70","Lafarge","8.5M3",7,8.64,2560,1250.3,71.4687830687831
"M-70","Lafarge","8.5M3",7,8.585,2543.7037037037,1198,71.4687830687831
"M-70","Lafarge","8.5M3",7,8.58,2542.22222222222,928.6,71.4687830687831
"M-70","Lafarge","8.5M3",28,8.776,2600.2962962963,1690.5,111.621164021164
"M-70","Lafarge","8.5M3",28,8.811,2610.66666666667,1698.6,111.621164021164
"M-70","Lafarge","8.5M3",28,8.836,2618.07407407407,1885,111.621164021164
"M-70","Lafarge","5.5M3",7,8.49,2515.55555555556,751.8,59.1555555555556
"M-70","Lafarge","5.5M3",7,8.66,2565.92592592593,1161.8,59.1555555555556
"M-70","Lafarge","5.5M3",7,8.63,2557.03703703704,881.5,59.1555555555556
"M-70","Lafarge","5.5M3",28,8.724,2584.88888888889,1575.6,109.028571428571
"M-70","Lafarge","5.5M3",28,8.658,2565.33333333333,1635.5,109.028571428571
"M-70","Lafarge","5.5M3",28,8.68,2571.85185185185,1940.5,109.028571428571
"M-70","Lafarge","5m3",7,8.67,2568.88888888889,1029,64.8148148148148
"M-70","Lafarge","5m3",7,8.765,2597.03703703704,848.6,64.8148148148148
"M-70","Lafarge","5m3",7,8.595,2546.66666666667,1184.9,64.8148148148148
"M-70","Lafarge","5m3",28,8.687,2573.92592592593,1738.4,109.925925925926
"M-70","Lafarge","5m3",28,8.442,2501.33333333333,1893.2,109.925925925926
"M-70","Lafarge","5m3",28,8.699,2577.48148148148,1562.4,109.925925925926
"M-40","Lafarge","27.5M3",7,8.655,2564.44444444444,691,60.7051851851852
"M-40","Lafarge","27.5M3",7,8.66,2565.92592592593,629.8,60.7051851851852
"M-40","Lafarge","27.5M3",7,8.71,2580.74074074074,728,60.7051851851852
"M-40","Lafarge","27.5M3",28,8.874,2629.33333333333,1378.4,116.305185185185
"M-40","Lafarge","27.5M3",28,8.868,2627.55555555556,1127,116.305185185185
"M-40","Lafarge","27.5M3",28,8.785,2602.96296296296,1419.9,116.305185185185
"M-40","Lafarge","27.5M3",7,8.67,2568.88888888889,702.2,47.5437037037037
"M-40","Lafarge","27.5M3",7,8.625,2555.55555555556,198.6,47.5437037037037
"M-40","Lafarge","27.5M3",7,8.665,2567.40740740741,703.8,47.5437037037037
"M-40","Lafarge","27.5M3",28,8.803,2608.2962962963,1006.5,96.3348148148148
"M-40","Lafarge","27.5M3",28,8.836,2618.07407407407,1065.8,96.3348148148148
"M-40","Lafarge","27.5M3",28,8.679,2571.55555555556,1179,96.3348148148148
"M-40","Lafarge","12M3",7,8.6,2548.14814814815,740.6,64.3437037037037
"M-40","Lafarge","12M3",7,8.65,2562.96296296296,722.8,64.3437037037037
"M-40","Lafarge","12M3",7,8.525,2525.92592592593,708.2,64.3437037037037
"M-40","Lafarge","12M3",28,8.841,2619.55555555556,1156.3,112.4
"M-40","Lafarge","12M3",28,8.684,2573.03703703704,1364.4,112.4
"M-40","Lafarge","12M3",28,8.711,2581.03703703704,1272.8,112.4
